PJA_IDENT	SEG_NBR	NAME	ICAO_REGION	SHAP	DERIVATION	WGS_LAT1	WGS_DLAT1	WGS_LONG1	WGS_DLONG1	WGS_LAT2	WGS_DLAT2	WGS_LONG2	WGS_DLONG2	WGS_LAT0	WGS_DLAT0	WGS_LONG0	WGS_DLONG0	TYPE	RADIUS1	RADIUS2	BEARING1	BEARING2	DISTANCE1	DISTANCE2	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	CYCLE_DATE
US00436	00010	NEW PALTZ, STANTON	KZ	C		N41395580	41.665500	W073492040	-73.822333					N41444739	41.746497	W074081722	-74.138117	3	3.00		301.0		15.0		IGN	4	US	1	200413
US00437	00010	WESTHAMPTON BEACH, FRANCIS S GABRESKI	KZ	C		N40554662	40.929617	W072475589	-72.798858					N40511346	40.853739	W072361138	-72.603161	3	1.00		130.0		10.0		CCC	4	US	1	200413
US00438	00010	OVID	KZ	C		N42294206	42.495017	W076273498	-76.459717					N42392864	42.657956	W076480253	-76.800703	3	2.00		313.0		18.0		ITH	4	US	1	200413
US00439	00010	QUAKER STREET, KNOX	KZ	C		N42444993	42.747203	W073481150	-73.803194					N42440101	42.733614	W074083104	-74.141956	3	3.00		280.0		15.0		ALB	2	US	1	200413
US00440	00010	RHINEBECK, OLD RHINEBECK	KZ	C		N41461118	41.769771	W073360199	-73.600551					N41583781	41.977169	W073551551	-73.920975	3	2.00		323.0		19.0		PWL	4	US	1	200413
US00441	00010	STORMVILLE	KZ	A		N41461118	41.769771	W073360199	-73.600551					N41341264	41.570178	W073424802	-73.713339	3			215.0		13.0		PWL	4	US	1	200413
US00442	00010	KENNEWICK, VISTA FLD	KZ	C		N46154674	46.262983	W119065658	-119.115717					N46130001	46.216669	W119130612	-119.218367	3	1.00		217.0		5.1		PSC	4	US	1	200409
US00443	00010	WALLKILL	KZ	C		N41243484	41.409677	W074352978	-74.591605					N41401638	41.671217	W074093429	-74.159525	3	1.00		62.0		25.0		HUO	4	US	1	200503
US00444	00010	WEST BLOOMFIELD, FORT HILL	KZ	A		N42500383	42.834396	W077435790	-77.732751					N42542519	42.906997	W077331525	-77.554236	3			70.0		9.0		GEE	4	US	1	200413
US00445	00010	FAIRBANKS, OLD SIDE HILL DROP ZONE	PA	C		N64480023	64.800064	W148004312	-148.011978					N64513240	64.859000	W147362091	-147.605808	3	3.00		43.0		11.0		FAI	2	US	1	200407
US00446	00010	WEST POINT	KZ	C		N41243484	41.409677	W074352978	-74.591605					N41201926	41.338683	W074064960	-74.113778	3	2.00		112.0		22.0		HUO	4	US	1	200413
US00447	00010	PORTLAND-MULINO	KZ	C		N45211162	45.353228	W122584137	-122.978158					N45124940	45.213722	W122343195	-122.575542	3	5.00		95.0		19.0		UBG	4	US	1	200409
US00448	00010	CAMP MACKALL, MACKALL AAF	KZ	A		N35125557	35.215436	W079351669	-79.587969					N35034094	35.061372	W079275881	-79.466336	3			150.0		11.0		SDZ	2	US	1	200413
US00449	00010	CHERRY POINT, CANNON DROP ZONE	KZ	C		N34540802	34.902228	W076522936	-76.874822					N34450919	34.752553	W076513224	-76.858956	3	3.00		184.0		9.0		NKT	3	US	1	200413
US00450	00010	ROCKINGHAM CO NC SHILOH	KZ	C		N36024449	36.045692	W079583495	-79.976375					N36254320	36.428667	W079495325	-79.831458	3	1.00		20.0		24.0		GSO	2	US	1	200413
US00451	00010	ERWIN	KZ	C		N34590798	34.985550	W078523023	-78.875064					N35185571	35.315475	W078404315	-78.678653	3	1.00		30.0		22.0		FAY	4	US	1	200413
US00452	00010	FORT BRAGG, ALL AMERICAN DROP ZONE	KZ	A		N34590798	34.985550	W078523023	-78.875064					N35055691	35.099142	W079152449	-79.256803	3			294.0		20.0		FAY	4	US	1	200413
US00453	00010	FORT BRAGG, HOLLAND DROP ZONE	KZ	A		N34590798	34.985550	W078523023	-78.875064					N35084517	35.145881	W079163695	-79.276931	3			300.0		22.0		FAY	4	US	1	200413
US00454	00010	FORT BRAGG, LUZON DROP ZONE	KZ	A		N35125557	35.215436	W079351669	-79.587969					N35014564	35.029344	W079270751	-79.452086	3			152.0		13.0		SDZ	2	US	1	200413
US00455	00010	FORT BRAGG, NIJMEGAN DROP ZONE	KZ	A		N34590798	34.985550	W078523023	-78.875064					N35032861	35.057947	W079200033	-79.333425	3			285.0		23.0		FAY	4	US	1	200413
US00456	00010	FORT BRAGG, NORMANDY DROP ZONE	KZ	A		N34590798	34.985550	W078523023	-78.875064					N35070058	35.116828	W079121349	-79.203747	3			300.0		18.0		FAY	4	US	1	200413
US00457	00010	FORT BRAGG, SAINT MERE DROP ZONE	KZ	A		N34590798	34.985550	W078523023	-78.875064					N35032565	35.057125	W079060900	-79.102500	3			295.0		12.0		FAY	4	US	1	200413
US00458	00010	FORT BRAGG, SALERNO DROP ZONE	KZ	A		N34590798	34.985550	W078523023	-78.875064					N35092522	35.157006	W079132469	-79.223525	3			305.0		20.0		FAY	4	US	1	200413
US00459	00010	FORT BRAGG, SICILY DROP ZONE	KZ	A		N34590798	34.985550	W078523023	-78.875064					N35071798	35.121661	W079075037	-79.130658	3			307.0		15.0		FAY	4	US	1	200413
US00460	00010	GREENSBORO	KZ	C		N35484177	35.811603	W079364545	-79.612625					N35560085	35.933569	W079404586	-79.679406	3	3.00		339.0		8.0		LIB	2	US	1	200413
US00461	00010	GREENVILLE	KZ	A		N35221544	35.370956	W077333001	-77.558336					N35401718	35.671439	W077180082	-77.300228	3			40.0		22.0		ISO	2	US	1	200413
US00462	00010	WALLACE, HENDERSON FLD	KZ	C		N34210600	34.351667	W077522776	-77.874378					N34431455	34.720708	W078000921	-78.002558	3	3.00		351.0		23.0		ILM	2	US	1	200413
US00463	00010	JACKSONVILLE,  ALBATROSS DROP ZONE	KZ	C		N34422569	34.707136	W077262507	-77.440297					N34345443	34.581786	W077164047	-77.277908	3	1.00		141.0		11.0		NCA	3	US	1	200413
US00464	00010	JACKSONVILLE, BLUEBIRD DROP ZONE	KZ	C		N34422569	34.707136	W077262507	-77.440297					N34333744	34.560400	W077182414	-77.306706	3	1.00		151.0		11.0		NCA	3	US	1	200413
US00465	00010	JACKSONVILLE, CANARY DROP ZONE	KZ	C		N34422569	34.707136	W077262507	-77.440297					N34343218	34.575606	W077195907	-77.333075	3	1.00		154.0		9.5		NCA	3	US	1	200413
US00466	00010	JACKSONVILLE, CROW DROP ZONE	KZ	C		N34422569	34.707136	W077262507	-77.440297					N34372274	34.622983	W077163934	-77.277594	3	1.00		130.0		9.5		NCA	3	US	1	200413
US00467	00010	FAIRBANKS, PAINTBALL DROP ZONE	PA	C		N64480023	64.800064	W148004312	-148.011978					N64481306	64.803628	W147183808	-147.310578	3	5.00		61.0		18.0		FAI	2	US	1	200607
US00468	00010	JACKSONVILLE, FALCON DROP ZONE	KZ	C		N34422569	34.707136	W077262507	-77.440297					N34352920	34.591444	W077160380	-77.267722	3	1.00		137.0		11.0		NCA	3	US	1	200413
US00469	00010	JACKSONVILLE, GOOSE DROP ZONE	KZ	C		N34422569	34.707136	W077262507	-77.440297					N34363235	34.608986	W077155231	-77.264531	3	1.00		132.0		10.5		NCA	3	US	1	200413
US00470	00010	JACKSONVILLE, LARK DROP ZONE	KZ	C		N34422569	34.707136	W077262507	-77.440297					N34402454	34.673483	W077135535	-77.232042	3	1.00		109.0		10.5		NCA	3	US	1	199712
US00471	00010	JACKSONVILLE, PENGUIN DROP ZONE	KZ	C		N34422569	34.707136	W077262507	-77.440297					N34402089	34.672469	W077170293	-77.284147	3	1.00		113.0		8.0		NCA	3	US	1	200413
US00472	00010	LOUISBURG, NORTH RALEIGH	KZ	A		N35522108	35.872522	W078470003	-78.783342					N36043818	36.077272	W078243003	-78.408342	3			60.0		22.0		RDU	2	US	1	200413
US00473	00010	MAXTON, LAURINBURG-MAXTON	KZ	A		N34590798	34.985550	W078523023	-78.875064					N34482901	34.808058	W079212093	-79.355814	3			250.0		26.0		FAY	4	US	1	200413
US00474	00010	MEBANE, KIMREY	KZ	A		N35522108	35.872522	W078470003	-78.783342					N36030927	36.052575	W079200963	-79.336008	3			296.0		29.0		RDU	2	US	1	200413
US00475	00010	FAIRBANKS, GRIZZ POND DROP ZONE	PA	C		N64480023	64.800064	W148004312	-148.011978					N64514467	64.862408	W147313511	-147.526419	3	5.00		45.0		13.0		FAI	2	US	1	200607
US00476	00010	PINEBLUFF	KZ	A		N35125557	35.215436	W079351669	-79.587969					N35061026	35.102850	W079282305	-79.473069	3			143.0		8.8		SDZ	2	US	1	200413
US00477	00010	RAEFORD, P K AIRPARK	KZ	A		N34590798	34.985550	W078523023	-78.875064					N35005303	35.014731	W079130524	-79.218122	3			280.0		17.0		FAY	4	US	1	200413
US00479	00010	GREENSBORO, SOUTHEAST GREENSBORO	KZ	C		N36024449	36.045692	W079583495	-79.976375					N35555756	35.932656	W079380190	-79.633861	3	1.00		115.0		18.0		GSO	2	US	1	200413
US00480	00010	ROCKY MOUNT	KZ	A		N35583616	35.976711	W077421357	-77.703769					N36001473	36.004092	W077534542	-77.895950	3			285.0		9.5		TYI	2	US	1	200413
US00481	00010	FAYETTEVILLE, SOUTHERN COMFORTS	KZ	C		N34590798	34.985550	W078523023	-78.875064					N34515023	34.863953	W078585595	-78.982208	3	3.00		220.0		9.0		FAY	4	US	1	200413
US00482	00010	THOMASVILLE	KZ	A		N36024449	36.045692	W079583495	-79.976375					N35502148	35.839300	W080033140	-80.058722	3			201.0		13.0		GSO	2	US	1	200413
US00484	00010	STEPHENVILLE, CLARK FLD MUNI	KZ	C		N32093452	32.159589	W097523965	-97.877681					N32133449	32.226247	W098101864	-98.171844	3	5.00		279.0		15.5		JEN	2	US	1	200608
US00485	00010	ALLIANCE, MILLER	KZ	C		N41062845	41.107903	W081120544	-81.201511					N40592357	40.989881	W081024524	-81.045900	3	5.00		139.0		10.0		ACO	4	US	1	200409
US00486	00010	CIRCLEVILLE, CLARK DREAM STRIP	KZ	C		N39313678	39.526883	W082584059	-82.977942					N39423113	39.708647	W083075106	-83.130850	3	2.00		332.0		13.0		XUB	1	US	1	200409
US00487	00010	BELLVILLE	KZ	C		N40520698	40.868606	W082352747	-82.590964					N40373698	40.626939	W082302154	-82.505983	3	5.00		168.0		15.0		MFD	2	US	1	200409
US00488	00010	BOWLING GREEN, BORDNER	KZ	C		N41270529	41.451469	W083381916	-83.638656					N41200926	41.335906	W083433776	-83.727156	3	2.00		212.0		8.0		VWV	4	US	1	200409
US00489	00010	BARBER	KZ	C		N41062845	41.107903	W081120544	-81.201511					N40583574	40.976594	W081061985	-81.105514	3	5.00		155.0		9.0		ACO	4	US	1	200409
US00490	00010	CELINA, LAKEFIELD	KZ	C		N40171606	40.287794	W084023531	-84.043142					N40273335	40.459264	W084343276	-84.575767	3	1.00		298.0		26.5		ROD	2	US	1	200409
US00491	00010	CENTERBURG, CHAPMAN MEM FLD	KZ	A		N40090382	40.151061	W082351788	-82.588300					N40180715	40.301986	W082453528	-82.759800	3			325.0		12.0		APE	2	US	1	200409
US00492	00010	COMMERCIAL POINT	KZ	A		N40090382	40.151061	W082351788	-82.588300					N39470938	39.785939	W083053944	-83.094289	3			233.0		32.0		APE	2	US	1	200409
US00493	00010	WAUSEON, FULTON CO	KZ	C		N41270529	41.451469	W083381916	-83.638656					N41363603	41.610008	W084082304	-84.139733	3	1.00		295.0		24.5		VWV	4	US	1	200409
US00494	00010	FINDLAY	KZ	A		N40571920	40.955333	W083452169	-83.756025					N41061547	41.104297	W083464872	-83.780200	3			355.0		9.0		FDY	2	US	1	200409
US00495	00010	GARRETTSVILLE, GATES	KZ	A		N41310095	41.516931	W081094746	-81.163183					N41201748	41.338189	W081063036	-81.108433	3			172.0		11.0		CXR	4	US	1	200409
US00496	00010	GRAFTON, MOLE	KZ	A		N41212903	41.358064	W082094309	-82.161969					N41143161	41.242114	W082001096	-82.003044	3			139.0		10.0		DJB	4	US	1	200409
US00497	00010	CHESAPEAKE, LAWRENCE CO AIRPARK	KZ	C		N38093011	38.158363	W082543620	-82.910055					N38261119	38.436442	W082291527	-82.487575	3	1.00		52.0		26.0		ECB	2	US	1	200409
US00498	00010	LEXINGTON AFLD	KZ	C		N30361801	30.605003	W096251445	-96.420681					N30240031	30.400086	W096565591	-96.948864	3	2.00		238.0		30.0		CLL	2	US	1	200409
US00500	00010	OTTAWA	KZ	A		N40571920	40.955333	W083452169	-83.756025					N41020533	41.034814	W083581842	-83.971783	3			298.0		10.9		FDY	2	US	1	200409
US00501	00010	PETERSBURG	KZ	C		N40493073	40.825203	W080124162	-80.211561					N40535372	40.898256	W080325854	-80.549594	3	2.00		294.0		16.0		EWC	2	US	1	200409
US00502	00010	RITTMAN, HILTY FLD	KZ	C		N40442642	40.740672	W081255569	-81.432136					N40575489	40.965247	W081470981	-81.786058	3	5.00		314.0		21.0		BSV	4	US	1	200409
US00503	00010	SALEM LAKEFRONT	KZ	A		N40442642	40.740672	W081255569	-81.432136					N40471045	40.786236	W080503465	-80.842958	3			88.0		27.0		BSV	4	US	1	200409
US00504	00010	HUGO, KELLY DROP ZONE	KZ	C		N38490300	38.817500	W103371700	-103.621389					N38482041	38.805669	W103500269	-103.834081	3	2.00		254.0		10.0		HGO	2	US	1	200412
US00505	00010	STONELICK PARACHUTE CNTR	KZ	A		N39005753	39.015981	W084421205	-84.703347					N39124417	39.212269	W084105869	-84.182969	3			68.0		27.0		CVG	2	US	1	200409
US00506	00010	SYCAMORE	KZ	C		N40520698	40.868606	W082352747	-82.590964					N40571453	40.954036	W083074394	-83.128872	3	1.00		285.0		25.0		MFD	2	US	1	200409
US00507	00010	VAN WERT CO	KZ	A		N40584464	40.979067	W085111701	-85.188058					N40520284	40.867456	W084362209	-84.606136	3			104.0		27.3		FWA	2	US	1	200409
US00508	00010	WRIGHTS FLD, WRIGHT-PATTERSON AFB	KZ	A		N41260408	41.434467	W082391735	-82.654819					N41251273	41.420203	W082551205	-82.920014	3			270.0		12.0		SKY	4	US	1	200409
US00509	00010	MANSFIELD DROP ZONE	KZ	C		N40520698	40.868606	W082352747	-82.590964					N40493578	40.826606	W082312178	-82.522717	3	3.00		132.0		4.0		MFD	2	US	1	200409
US00510	00010	MONETA, SMITH MOUNTAIN LAKE	KZ	C		N37151672	37.254644	W079141128	-79.236467					N37055566	37.098794	W079351073	-79.586314	3	3.00		246.0		19.2		LYH	2	US	1	200412
US00511	00010	XENIA, SKYDIVE GREENE CO INC	KZ	A		N40005911	40.016419	W084234874	-84.396872					N39411149	39.686525	W083510888	-83.852467	3			129.0		32.0		DQN	4	US	1	200409
US00512	00010	ST GEORGE	KZ	C		N33282941	33.474836	W080265510	-80.448639					N33113306	33.192517	W080290215	-80.483931	3	4.00		192.0		17.0		VAN	2	US	1	200412
US00513	00010	CUSHING MUNI	KZ	C		N36114654	36.196261	W095471719	-95.788108					N35565366	35.948239	W096461065	-96.769625	3	5.00		245.0		50.0		TUL	2	US	1	200410
US00514	00010	KETCHUM, CRAIG CO SOUTH GRAND LAKE	KZ	C		N36503281	36.842447	W094260852	-94.435700					N36315499	36.531942	W095013141	-95.025392	3	1.00		230.0		34.0		EOS	4	US	1	200410
US00515	00010	ALTUS AFB, SOONER DROP ZONE	KZ	C		N34394653	34.662925	W099161619	-99.271164					N34340160	34.567111	W099420012	-99.700033	3	1.00		247.0		22.0		LTS	2	US	1	200410
US00516	00010	FORT SILL, FRISCO RIDGE	KZ	C		N34294628	34.496189	W098244709	-98.413081					N34443666	34.743517	W098215624	-98.365622	3	2.00		360.0		15.0		LAW	4	US	1	200410
US00517	00010	FORT SILL, HENRY POST AAF	KZ	A		N34294628	34.496189	W098244709	-98.413081					N34420497	34.701381	W098152793	-98.257758	3			23.0		14.5		LAW	4	US	1	200410
US00518	00010	GOLDSBY, PARADISE AIR HAVEN	KZ	C		N35213092	35.358589	W097363324	-97.609233					N35064560	35.112667	W097285602	-97.482228	3	3.00		150.0		16.0		IRW	2	US	1	200410
US00519	00010	GRANDFIELD MUNI	KZ	C		N33591416	33.987267	W098353660	-98.593500					N34180813	34.302258	W098464333	-98.778703	3	5.00		324.0		21.0		SPS	2	US	1	200410
US00520	00010	COUPLAND, CROSSWINDS AIRFIELD	KZ	C		N30224278	30.378550	W097314745	-97.529847					N30260087	30.433575	W097245468	-97.415189	3	3.00		55.0		6.8		CWK	2	US	1	200608
US00521	00010	MIAMI MUNI	KZ	C		N37092704	37.157511	W095121308	-95.203633					N36544915	36.913653	W094532287	-94.889686	3	3.00		126.0		21.0		OSW	2	US	1	200410
US00522	00010	OKMULGEE RGNL	KZ	C		N35413515	35.693097	W095515753	-95.865979					N35400245	35.667347	W095565314	-95.948094	3	3.00		241.0		4.3		OKM	4	US	1	200410
US00523	00010	CHICKASHA, REDHILLS	KZ	C		N35213092	35.358589	W097363324	-97.609233					N35033547	35.059853	W097541114	-97.903094	3	1.00		212.0		23.0		IRW	2	US	1	200410
US00524	00010	SALLISAW MUNI	KZ	C		N35231830	35.388417	W094161750	-94.271528					N35261757	35.438214	W094463953	-94.777647	3	3.00		270.0		25.0		FSM	2	US	1	200410
US00525	00010	SKIATOOK MUNI	KZ	C		N36114654	36.196261	W095471719	-95.788108					N36225566	36.382128	W095594299	-95.995275	3	5.00		310.0		15.0		TUL	2	US	1	200410
US00526	00010	TAHLEQUAH MUNI	KZ	C		N36114654	36.196261	W095471719	-95.788108					N35553492	35.926367	W095004901	-95.013614	3	5.00		105.0		41.0		TUL	2	US	1	200410
US00527	00010	ALBANY, NORTHWEST PARACHUTE CLUB	KZ	C		N44295845	44.499569	W123173721	-123.293669					N44413100	44.691944	W122581744	-122.971511	3	2.00		32.0		18.0		CVO	4	US	1	200409
US00530	00010	REDMOND, CLINE FALLS AIR PARK	KZ	C		N44151000	44.252778	W121181270	-121.303528					N44174892	44.296922	W121161504	-121.270844	3	3.00		10.0		3.0		DSD	2	US	1	200409
US00531	00010	CRESWELL, HOBBY FLD	KZ	C		N44071524	44.120900	W123132218	-123.222828					N43554493	43.929147	W123000167	-123.000464	3	5.00		120.0		15.0		EUG	2	US	1	200409
US00532	00010	ESTACADA, BEAVER OAKS	KZ	C		N45211162	45.353228	W122584137	-122.978158					N45180343	45.300953	W122233207	-122.392242	3	1.50		76.0		25.0		UBG	4	US	1	200409
US00533	00010	HERMISTON MUNI	KZ	C		N45415431	45.698419	W118561933	-118.938703					N45495248	45.831244	W119160833	-119.268981	3	2.00		280.0		16.0		PDT	2	US	1	200409
US00534	00010	MEDFORD, BEAGLE SKY RANCH	KZ	A		N42284646	42.479572	W122544656	-122.912933					N42334290	42.561917	W122534319	-122.895331	3			350.0		5.0		OED	2	US	1	200409
US00535	00010	MOLLALA, SKYDIVE OREGON	KZ	C		N45211162	45.353228	W122584137	-122.978158					N45084203	45.145008	W122382577	-122.640492	3	5.00		110.0		19.0		UBG	4	US	1	200409
US00536	00010	CLAREMORE, SAM RIGGS AIRPARK	KZ	C		N36114654	36.196261	W095471719	-95.788108					N36132361	36.223225	W095375142	-95.630950	3	2.00		70.0		7.8		TUL	2	US	1	200410
US00538	00010	BURGETTSTOWN, STARVEGGI DROP ZONE	KZ	C		N40153565	40.259903	W080340705	-80.568625					N40225804	40.382789	W080272164	-80.456011	3	1.00		42.0		9.0		HLG	4	US	1	199712
US00539	00010	CERES	KZ	C		N42052273	42.089647	W077595838	-77.999550					N42003396	42.009433	W078173721	-78.293669	3	5.00		259.0		14.0		ELZ	2	US	1	200405
US00540	00010	CHAMBERSBURG MUNI	KZ	C		N39555962	39.933228	W077570340	-77.950944					N39582421	39.973392	W077390736	-77.652044	3	2.00		87.0		14.0		THS	2	US	1	199712
US00541	00010	CULMERVILLE	KZ	A		N40493073	40.825203	W080124162	-80.211561					N40392820	40.657833	W079465623	-79.782286	3			125.0		22.0		EWC	2	US	1	199712
US00542	00010	DOYLESTOWN	KZ	A		N40151203	40.253342	W074542742	-74.907617					N40181935	40.305375	W075040481	-75.068003	3			303.0		8.0		ARD	4	US	1	199712
US00543	00010	MUIR AAF, COLD STEEL DROP ZONE	KZ	C		N40331216	40.553378	W076355776	-76.599378					N40265177	40.447714	W076330633	-76.551758	3	5.00		172.0		6.7		RAV	2	US	1	199712
US00544	00010	FREEDOM, KINDELBERGER LANDING STRIP	KZ	C		N40493073	40.825203	W080124162	-80.211561					N40411346	40.687072	W080101081	-80.169669	3	3.00		175.0		8.5		EWC	2	US	1	199712
US00545	00010	GALETON, CHERRY SPRINGS	KZ	A		N41304593	41.512758	W077581240	-77.970111					N41402083	41.672453	W077483420	-77.809500	3			45.0		12.0		SLT	2	US	1	199712
US00546	00010	BETHEL, GRIMES	KZ	C		N40331216	40.553378	W076355776	-76.599378					N40300702	40.501950	W076152240	-76.256222	3	5.00		112.0		16.0		RAV	2	US	1	199712
US00547	00010	GROVE CITY	KZ	C		N40493073	40.825203	W080124162	-80.211561					N41084783	41.146619	W080112140	-80.189278	3	3.00		11.0		19.3		EWC	2	US	1	200005
US00551	00010	HAZLETON MUNI	KZ	A		N40583032	40.975089	W076073293	-76.125814					N41002137	41.005936	W076000067	-76.000186	3			81.0		6.0		HZL	1	US	1	199712
US00552	00010	JEANNETTE, GREENSBURG JEANNETTE RGNL	KZ	C		N40164315	40.278653	W080022709	-80.040858					N40195866	40.332961	W079375902	-79.633061	3	1.00		89.0		19.0		AGC	4	US	1	200004
US00553	00010	JERSEY SHORE, HINAMAN ACRES	KZ	A		N41201880	41.338556	W076462950	-76.774861					N41054742	41.096506	W077100801	-77.168892	3			240.0		23.0		FQM	4	US	1	199712
US00554	00010	MEADVILLE, PORT MEADVILLE	KZ	A		N41261900	41.438611	W079512440	-79.856778					N41371134	41.619817	W080120948	-80.202633	3			311.0		19.0		FKL	1	US	1	199712
US00555	00010	MT JOY/MARIETTA, DONEGAL SPRINGS	KZ	C		N40071190	40.119972	W076172870	-76.291306					N40054305	40.095292	W076325992	-76.549978	3	2.00		272.0		12.0		LRP	2	US	1	199802
US00556	00010	GERMANSVILLE, FLYING M AERODROME	KZ	C		N40345154	40.580983	W075410228	-75.683967					N40434893	40.730258	W075421653	-75.704592	3	1.00		3.0		9.0		ETX	4	US	1	200012
US00557	00010	NORTH EAST, MOORHEAD AIRPARK	KZ	C		N42010270	42.017417	W080173373	-80.292703					N42114936	42.197044	W079532069	-79.889081	3	5.00		65.0		21.0		ERI	2	US	1	199712
US00558	00010	CONNELLSVILLE	KZ	C		N39582727	39.974242	W079213012	-79.358367					N39572721	39.957558	W079393985	-79.661069	3	4.00		272.0		14.0		IHD	2	US	1	200103
US00559	00010	VINYL DROP ZONE	KZ	C		N39332410	39.556694	W079513742	-79.860394					N39462366	39.773239	W079415374	-79.698261	3	0.50		35.0		15.0		MGW	2	US	1	199712
US00560	00010	WORTHINGTON, J T WILLIE	KZ	C		N40493073	40.825203	W080124162	-80.211561					N40492603	40.823897	W079394576	-79.662711	3	1.00		98.0		25.0		EWC	2	US	1	199712
US00561	00010	BARNWELL CO	KZ	A		N33004496	33.012489	W081173199	-81.292219					N33150243	33.250675	W081230362	-81.384339	3			343.0		15.0		ALD	1	US	1	200412
US00562	00010	BEAUFORT CO	KZ	C		N32084656	32.146267	W081115678	-81.199106					N32271675	32.454653	W080322145	-80.539292	3	1.00		67.0		38.3		SAV	2	US	2	200412
US00563	00010	CHESTER MUNI	KZ	C		N34592064	34.989067	W080571741	-80.954836					N34465154	34.780983	W081102591	-81.173864	3	1.00		223.0		16.5		FML	2	US	1	200412
US00564	00010	CLEMSON	KZ	A		N34250908	34.419189	W082470482	-82.784672					N34383381	34.642725	W082520261	-82.867392	3			343.0		14.0		ELW	2	US	1	200412
US00565	00010	COLUMBIA	KZ	C		N33512610	33.857250	W081031406	-81.053906					N34005770	34.016028	W080593101	-80.991947	3	1.00		20.0		10.0		CAE	2	US	1	200412
US00566	00010	GASTON, LEXINGTON CO	KZ	C		N33512610	33.857250	W081031406	-81.053906					N33464025	33.777847	W081050528	-81.084800	3	5.00		200.0		5.0		CAE	2	US	1	200412
US00567	00010	GREEN SEA	KZ	C		N33484982	33.813839	W078432826	-78.724517					N34094898	34.163606	W078595278	-78.997994	3	3.00		330.0		25.0		CRE	2	US	1	200412
US00569	00010	LORIS, TWIN CITY	KZ	A		N33484982	33.813839	W078432826	-78.724517					N34023956	34.044322	W078503145	-78.842069	3			340.0		15.0		CRE	2	US	1	200412
US00570	00010	PARIS, HENRY CO	KZ	C		N35355635	35.598986	W088213196	-88.358878					N36201781	36.338281	W088222937	-88.374825	3	5.00		357.0		44.3		JKS	4	US	1	200003
US00571	00010	NORTH AF AUX	KZ	C		N33512610	33.857250	W081031406	-81.053906					N33362665	33.607403	W081042923	-81.074786	3	0.50		186.0		15.0		CAE	2	US	1	200412
US00572	00010	TIMMONSVILLE, HUGGINS MEM	KZ	A		N34135856	34.232933	W079392561	-79.657114					N34074875	34.130208	W079543510	-79.909750	3			247.0		14.0		FLO	2	US	1	200412
US00573	00010	WALTERBORO, LOWCOUNTRY RGNL	KZ	A		N32533955	32.894319	W080021606	-80.037794					N32533430	32.892861	W080382940	-80.641500	3			275.0		30.5		CHS	2	US	1	200412
US00574	00010	CHATTANOOGA	KZ	A		N34574057	34.961269	W085091213	-85.153369					N34580705	34.968625	W084532360	-84.889889	3			87.0		13.0		GQO	2	US	1	199712
US00575	00010	CLARKSVILLE, OUTLAW FLD	KZ	C										N36371917	36.621992	W087244553	-87.412647	4	4.00						CKV	4	US	1	200208
US00576	00010	DUNLAP	KZ	C		N34574057	34.961269	W085091213	-85.153369					N35250688	35.418578	W085240786	-85.402183	3	5.00		335.0		30.0		GQO	2	US	1	199907
US00578	00010	FORT CAMPBELL, SON DROP ZONE	KZ	A		N36371917	36.621992	W087244553	-87.412647					N36392618	36.657272	W087290762	-87.485450	3			302.0		4.1		CKV	4	US	1	199712
US00580	00010	LIVINGSTON MUNI	KZ	A		N36350439	36.584553	W085095981	-85.166614					N36234769	36.396581	W085180289	-85.300803	3			212.0		13.0		LVT	2	US	1	199712
US00581	00010	SEVIERVILLE, SEYMOUR AIRPARK	KZ	C		N35541742	35.904839	W083534101	-83.894725					N35475079	35.797442	W083441594	-83.737761	3	3.00		133.0		10.0		VXV	2	US	1	199712
US00583	00010	SOMERVILLE, WINGS	KZ	C		N35361283	35.603564	W088543755	-88.910431					N35140688	35.235244	W089112669	-89.190747	3	2.00		210.0		26.0		MKL	4	US	1	199712
US00584	00010	TULLAHOMA RGNL WM NORTHERN FLD	KZ	C		N35334337	35.562047	W086262095	-86.439153					N35231315	35.386986	W086144861	-86.246836	3	5.00		139.0		14.1		SYI	4	US	1	199712
US00585	00010	WHIFFERDILL	KZ	C		N36081306	36.136961	W086410518	-86.684772					N36210381	36.351058	W087073688	-87.126911	3	2.00		303.0		25.0		BNA	2	US	1	199712
US00586	00010	ABILENE, DYESS AFB	KZ	A		N32285278	32.481328	W099514845	-99.863458					N32245229	32.414525	W099514845	-99.863458	3			170.0		4.0		ABI	2	US	1	200409
US00588	00010	AMARILLO, BUFFALO	KZ	A		N35140626	35.235072	W101415648	-101.699022					N35035349	35.064858	W101524384	-101.878844	3			213.0		13.5		PNH	2	US	1	200408
US00589	00010	ANAHUAC, CHAMBERS CO	KZ	C		N29324684	29.546343	W094445105	-94.747513					N29462626	29.773961	W094390913	-94.652536	3	5.00		13.0		14.5		MHF	4	US	1	200408
US00591	00010	BEAUMONT MUNI	KZ	A		N29564580	29.946056	W094005840	-94.016222					N30034567	30.062686	W094125493	-94.215258	3			297.0		12.5		BPT	4	US	2	200407
US00592	00010	BEEVILLE MUNI	KZ	C		N28301799	28.504997	W098090168	-98.150467					N28230406	28.384461	W097463930	-97.777583	3	2.00		102.0		21.0		THX	2	US	1	200408
