ARF_IDENT	DIRECTION	PT_SEQ_NBR	ICAO	USAGE	PT_NAV_FLAG	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	BEARING	DISTANCE	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	CYCLE_DATE
AR717A		30	KZSE	AP		GEG	2	US	1	342	076	N48500000	48.833333	W117313000	-117.525000	200309
AR717A		35	KZSE	AP		EPH	2	US	1	343	088	N48500000	48.833333	W119160000	-119.266667	200309
AR717A		40	KZSE	AP		EPH	2	US	1	344	068	N48300000	48.500000	W119163000	-119.275000	200309
AR717A		45	KZSE	EX		GEG	2	US	1	018	069	N48270000	48.450000	W116320000	-116.533333	200309
AR717B		10	KZSE	ET		GEG	2	US	1	010	086	N48470000	48.783333	W116303000	-116.508333	200309
AR717B		15	KZSE	IP		GEG	2	US	1	010	086	N48470000	48.783333	W116303000	-116.508333	200309
AR717B		20	KZSE	AN		EPH	2	US	1	343	088	N48500000	48.833333	W119160000	-119.266667	200309
AR717B		25	KZSE	AP		EPH	2	US	1	343	088	N48500000	48.833333	W119160000	-119.266667	200309
AR717B		30	KZSE	AP		EPH	2	US	1	344	068	N48300000	48.500000	W119163000	-119.275000	200309
AR717B		35	KZSE	AP		GEG	2	US	1	342	056	N48300000	48.500000	W117330000	-117.550000	200309
AR717B		40	KZSE	AP		GEG	2	US	1	342	076	N48500000	48.833333	W117313000	-117.525000	200309
AR717B		45	KZSE	EX		SEA	2	US	1	028	122	N48480000	48.800000	W120040000	-120.066667	200309
AR719		1	PAZA	ET		FAI	2	US	1	040	054	N65070000	65.116667	W146000000	-146.000000	200107
AR719		2	PAZA	ET		BIG	2	US	1	040	030	N64100000	64.166667	W144380000	-144.633333	200107
AR719		3	PAZA	IP		EIL	3	US	1	028	051	N65090000	65.150000	W145250000	-145.416667	199710
AR719		4	PAZA	AN		EIL	3	US	1	038	120	N65260000	65.433333	W142430000	-142.716667	200011
AR719		5	PAZA	AP		EIL	3	US	1	038	120	N65260000	65.433333	W142430000	-142.716667	200011
AR719		6	PAZA	AP		EIL	3	US	1	028	124	N65460000	65.766667	W142550000	-142.916667	199710
AR719		7	PAZA	AP		EIL	3	US	1	017	077	N65340000	65.566667	W144530000	-144.883333	200011
AR719		8	PAZA	AP		EIL	3	US	1	033	070	N65140000	65.233333	W144400000	-144.666667	200011
AR719		9	PAZA	EX		FAI	2	US	1	040	054	N65070000	65.116667	W146000000	-146.000000	200503
AR719		10	PAZA	EX		BIG	2	US	1	040	030	N64100000	64.166667	W144380000	-144.633333	200503
AR720	NE	1	PAZA	ET		FAI	2	US	1	144	050	N63580000	63.966667	W147450000	-147.750000	200503
AR720	NE	2	PAZA	ET		FAI	2	US	1	157	075	N63330000	63.549999	W148150000	-148.250000	200503
AR720	NE	3	PAZA	ET		BGQ	2	US	1	026	042	N62000000	62.000000	W148490000	-148.816667	199710
AR720	NE	4	PAZA	ET		GKN	4	US	1	263	018	N62150000	62.250000	W146040000	-146.066667	199710
AR720	NE	5	PAZA	IP		BIG	2	US	1	175	115	N62150000	62.250000	W147210000	-147.350000	199710
AR720	NE	6	PAZA	AN		BIG	2	US	1	185	044	N63240000	63.400000	W146370000	-146.616667	199710
AR720	NE	7	PAZA	AP		BIG	2	US	1	185	044	N63240000	63.400000	W146370000	-146.616667	199710
AR720	NE	8	PAZA	AP		BIG	2	US	1	207	050	N63310000	63.516666	W147170000	-147.283333	199710
AR720	NE	9	PAZA	AP		BIG	2	US	1	188	096	N62410000	62.683333	W147500000	-147.833333	200011
AR720	NE	10	PAZA	AP		BIG	2	US	1	176	093	N62360000	62.600000	W147070000	-147.116667	200011
AR720	NE	11	PAZA	EX		FAI	2	US	1	144	050	N63580000	63.966667	W147450000	-147.750000	200503
AR720	NE	12	PAZA	EX		FAI	2	US	1	157	075	N63330000	63.549999	W148150000	-148.250000	200503
AR720	NE	13	PAZA	EX		BGQ	2	US	1	026	042	N62000000	62.000000	W148490000	-148.816667	199710
AR720	NE	14	PAZA	EX		GKN	4	US	1	263	018	N62150000	62.250000	W146040000	-146.066667	199710
AR720	SW	1	PAZA	ET		FAI	2	US	1	144	050	N63580000	63.966667	W147450000	-147.750000	200503
AR720	SW	2	PAZA	ET		FAI	2	US	1	157	075	N63330000	63.549999	W148150000	-148.250000	200503
AR720	SW	3	PAZA	ET		BGQ	2	US	1	026	042	N62000000	62.000000	W148490000	-148.816667	199710
AR720	SW	4	PAZA	ET		GKN	4	US	1	263	018	N62150000	62.250000	W146040000	-146.066667	199710
AR720	SW	5	PAZA	IP		BIG	2	US	1	221	038	N63470000	63.783333	W147070000	-147.116667	199710
AR720	SW	6	PAZA	AN		BIG	2	US	1	188	096	N62410000	62.683333	W147500000	-147.833333	200013
AR720	SW	7	PAZA	AP		BIG	2	US	1	188	096	N62410000	62.683333	W147500000	-147.833333	199803
AR720	SW	8	PAZA	AP		BIG	2	US	1	176	093	N62360000	62.600000	W147070000	-147.116667	199803
AR720	SW	9	PAZA	AP		BIG	2	US	1	185	044	N63240000	63.400000	W146370000	-146.616667	199803
AR720	SW	10	PAZA	AP		BIG	2	US	1	207	050	N63310000	63.516667	W147170000	-147.283333	199803
AR720	SW	11	PAZA	EX		FAI	2	US	1	144	050	N63580000	63.966667	W147450000	-147.750000	200503
AR720	SW	12	PAZA	EX		FAI	2	US	1	157	075	N63330000	63.549999	W148150000	-148.250000	200503
AR720	SW	13	PAZA	EX		BGQ	2	US	1	026	042	N62000000	62.000000	W148490000	-148.816667	199710
AR720	SW	14	PAZA	EX		GKN	4	US	1	263	018	N62150000	62.250000	W146040000	-146.066667	199710
AR721	NE	1	PAZA	ET		AKN	2	US	1	322	060	N59410000	59.683333	W157200000	-157.333333	200107
AR721	NE	2	PAZA	ET		EDF	3	US	1	235	138	N60370000	60.616667	W154200000	-154.333333	200211
AR721	NE	3	PAZA	ET		AKN	2	US	1	337	121	N60440000	60.733333	W156540000	-156.900000	200107
AR721	NE	4	PAZA	IP		AKN	2	US	1	307	098	N60060000	60.100000	W158300000	-158.500000	200011
AR721	NE	5	PAZA	AN		AKN	2	US	1	351	098	N60190000	60.316667	W156060000	-156.100000	200011
AR721	NE	6	PAZA	AP		AKN	2	US	1	351	098	N60190000	60.316667	W156060000	-156.100000	200011
AR721	NE	7	PAZA	AP		AKN	2	US	1	347	117	N60390000	60.650000	W156130000	-156.216667	200011
AR721	NE	8	PAZA	AP		AKN	2	US	1	321	113	N60300000	60.500000	W157570000	-157.950000	200011
AR721	NE	9	PAZA	AP		AKN	2	US	1	319	092	N60100000	60.166667	W157480000	-157.800000	200011
AR721	NE	10	PAZA	EX		AKN	2	US	1	322	060	N59410000	59.683333	W157200000	-157.333333	200011
AR721	NE	11	PAZA	EX		AKN	2	US	1	337	121	N60440000	60.733333	W156540000	-156.900000	200011
AR721	NE	12	PAZA	EX		ANC	4	US	1	232	125	N60370000	60.616667	W154200000	-154.333333	200011
AR721	SW	1	PAZA	ET		AKN	2	US	1	322	060	N59410000	59.683333	W157200000	-157.333333	200107
AR721	SW	2	PAZA	ET		EDF	3	US	1	235	138	N60370000	60.616667	W154200000	-154.333333	200211
AR721	SW	3	PAZA	ET		AKN	2	US	1	337	121	N60440000	60.733333	W156540000	-156.900000	200107
AR721	SW	4	PAZA	IP		AKN	2	US	1	356	124	N60420000	60.700001	W155320000	-155.533333	199710
AR721	SW	5	PAZA	AN		AKN	2	US	1	321	113	N60300000	60.500000	W157570000	-157.950000	199513
AR721	SW	6	PAZA	AP		AKN	2	US	1	321	113	N60300000	60.500000	W157570000	-157.950000	200211
AR721	SW	7	PAZA	AP		AKN	2	US	1	319	092	N60100000	60.166668	W157480000	-157.800000	199513
AR721	SW	8	PAZA	AP		AKN	2	US	1	351	098	N60190000	60.316666	W156060000	-156.100000	199710
AR721	SW	9	PAZA	AP		AKN	2	US	1	347	117	N60390000	60.650000	W156130000	-156.216667	199710
AR721	SW	10	PAZA	EX		AKN	2	US	1	322	060	N59410000	59.683333	W157200000	-157.333333	200011
AR721	SW	11	PAZA	EX		AKN	2	US	1	337	121	N60440000	60.733333	W156540000	-156.900000	200011
AR721	SW	12	PAZA	EX		ANC	4	US	1	232	125	N60370000	60.616667	W154200000	-154.333333	200011
AR722	NE	1	PAZA	ET		CDB	2	US	1	069	063	N55200000	55.333332	W160550000	-160.916667	199710
AR722	NE	2	PAZA	IP		CDB	2	US	1	070	066	N55190000	55.316667	W160500000	-160.833333	200013
AR722	NE	3	PAZA	AN		CDB	2	US	1	047	130	N56110000	56.183334	W159170000	-159.283333	199710
AR722	NE	4	PAZA	AP		CDB	2	US	1	047	130	N56110000	56.183334	W159170000	-159.283333	199710
AR722	NE	5	PAZA	AP		CDB	2	US	1	037	125	N56270000	56.450000	W159430000	-159.716667	200011
AR722	NE	6	PAZA	AP		CDB	2	US	1	044	075	N55510000	55.850000	W160490000	-160.816667	200011
AR722	NE	7	PAZA	AP		CDB	2	US	1	059	084	N55350000	55.583333	W160230000	-160.383333	200011
AR722	NE	8	PAZA	EX		AKN	2	US	1	193	142	N56450000	56.750000	W159110000	-159.183333	200503
AR722	SW	1	PAZA	ET		AKN	2	US	1	193	142	N56450000	56.750000	W159110000	-159.183333	200504
AR722	SW	2	PAZA	IP		CDB	2	US	1	036	146	N56410000	56.683334	W159150000	-159.250000	199513
AR722	SW	3	PAZA	AN		CDB	2	US	1	044	075	N55510000	55.850000	W160490000	-160.816667	200011
AR722	SW	4	PAZA	AP		CDB	2	US	1	044	075	N55510000	55.850000	W160490000	-160.816667	200011
AR722	SW	5	PAZA	AP		CDB	2	US	1	059	084	N55350000	55.583333	W160230000	-160.383333	200013
AR722	SW	6	PAZA	AP		CDB	2	US	1	047	130	N56110000	56.183333	W159170000	-159.283333	200011
AR722	SW	7	PAZA	AP		CDB	2	US	1	037	125	N56270000	56.450000	W159430000	-159.716667	200013
AR722	SW	8	PAZA	EX		CDB	2	US	1	069	063	N55200000	55.333333	W160550000	-160.916667	200011
AR723		1	PAZA	ET		EDF	3	US	1	264	085	N61360000	61.600000	W152380000	-152.633333	200211
AR723		2	PAZA	ET		MCG	2	US	1	168	096	N61230000	61.383333	W156140000	-156.233333	200107
AR723		3	PAZA	ET		MCG	2	US	1	130	044	N62180000	62.300000	W154540000	-154.900000	200107
AR723		4	PAZA	IP		MCG	2	US	1	124	084	N61460000	61.766666	W154000000	-154.000000	199513
AR723		5	PAZA	AN		MCG	2	US	1	182	056	N62060000	62.100000	W156280000	-156.466667	200011
AR723		6	PAZA	AP		MCG	2	US	1	182	056	N62060000	62.100000	W156280000	-156.466667	200011
AR723		7	PAZA	AP		MCG	2	US	1	179	078	N61450000	61.750000	W156390000	-156.650000	200011
AR723		8	PAZA	AP		MCG	2	US	1	144	088	N61310000	61.516666	W154550000	-154.916667	199710
AR723		9	PAZA	AP		MCG	2	US	1	136	071	N61510000	61.850000	W154430000	-154.716667	200011
AR723		10	PAZA	EX		ANC	4	US	1	265	099	N61400000	61.666668	W153290000	-153.483333	199710
AR723		11	PAZA	EX		MCG	2	US	1	168	096	N61230000	61.383333	W156140000	-156.233333	200504
AR723		12	PAZA	EX		MCG	2	US	1	130	044	N62180000	62.300000	W154540000	-154.900000	200504
AR724		1	PAZA	ET	Y	SQA	4	US	1			N61055453	61.098480	W155380423	-155.634507	200013
AR724		2	PAZA	ET		MCG	2	US	1	158	099	N61190000	61.316667	W155390000	-155.650000	200013
AR724		3	PAZA	ET		MCG	2	US	1	168	096	N61230000	61.383333	W156140000	-156.233333	200107
AR724		4	PAZA	IP		MCG	2	US	1	158	099	N61190000	61.316667	W155390000	-155.650000	200011
AR724		5	PAZA	AN		MCG	2	US	1	190	126	N61100000	61.166668	W157570000	-157.950000	199513
AR724		6	PAZA	AP		MCG	2	US	1	190	126	N61100000	61.166668	W157570000	-157.950000	199513
AR724		7	PAZA	AP		MCG	2	US	1	184	142	N60500000	60.833332	W157510000	-157.850000	199710
AR724		8	PAZA	AP		MCG	2	US	1	167	123	N60560000	60.933334	W156190000	-156.316667	199710
AR724		9	PAZA	AP		MCG	2	US	1	169	103	N61160000	61.266667	W156200000	-156.333333	200011
AR724		10	PAZA	EX	Y	SQA	4	US	1			N61055453	61.098480	W155380423	-155.634507	200013
AR724		11	PAZA	EX		MCG	2	US	1	168	096	N61230000	61.383333	W156140000	-156.233333	200504
AR725	NW	1	PAZA	ET		FAI	2	US	1	275	060	N65200000	65.333333	W150000000	-150.000000	200107
AR725	NW	2	PAZA	ET		FAI	2	US	1	285	089	N65480000	65.800000	W150390000	-150.650000	200107
AR725	NW	3	PAZA	ET		BTT	4	US	1	217	038	N66380000	66.633333	W153000000	-153.000000	200011
AR725	NW	4	PAZA	IP		BTT	4	US	1	162	097	N65190000	65.316666	W152100000	-152.166667	199710
AR725	NW	5	PAZA	AN		BTT	4	US	1	202	109	N65410000	65.683334	W154520000	-154.866667	199710
AR725	NW	6	PAZA	AP		BTT	4	US	1	202	109	N65410000	65.683334	W154520000	-154.866667	199710
AR725	NW	7	PAZA	AP		BTT	4	US	1	198	127	N65220000	65.366667	W155070000	-155.116667	199710
AR725	NW	8	PAZA	AP		BTT	4	US	1	175	115	N65070000	65.116667	W153130000	-153.216667	199710
AR725	NW	9	PAZA	AP		BTT	4	US	1	175	095	N65260000	65.433333	W152560000	-152.933333	200011
AR725	NW	10	PAZA	EX		GAL	2	US	1	030	040	N65080000	65.133333	W155300000	-155.500000	200504
AR725	SE	1	PAZA	ET		GAL	2	US	1	030	040	N65080000	65.133333	W155300000	-155.500000	200107
AR725	SE	2	PAZA	IP		BTT	4	US	1	206	136	N65290000	65.483333	W155550000	-155.916667	200011
AR725	SE	3	PAZA	AN		BTT	4	US	1	175	115	N65070000	65.116667	W153130000	-153.216667	199710
AR725	SE	4	PAZA	AP		BTT	4	US	1	175	115	N65070000	65.116667	W153130000	-153.216667	199710
AR725	SE	5	PAZA	AP		BTT	4	US	1	175	095	N65260000	65.433333	W152560000	-152.933333	200011
AR725	SE	6	PAZA	AP		BTT	4	US	1	202	109	N65410000	65.683334	W154520000	-154.866667	199710
AR725	SE	7	PAZA	AP		BTT	4	US	1	198	127	N65220000	65.366667	W155070000	-155.116667	199710
AR725	SE	8	PAZA	EX		FAI	2	US	1	275	060	N65200000	65.333333	W150000000	-150.000000	200504
AR725	SE	9	PAZA	EX		FAI	2	US	1	285	089	N65480000	65.800000	W150390000	-150.650000	200504
AR725	SE	10	PAZA	EX		BTT	4	US	1	217	038	N66380000	66.633333	W153000000	-153.000000	200010
AR727	NW	1	PAZA	ET		MCG	2	US	1	062	079	N63020000	63.033333	W152440000	-152.733333	200107
AR727	NW	2	PAZA	ET		GAL	2	US	1	091	040	N64280000	64.466667	W155220000	-155.366667	200107
AR727	NW	3	PAZA	ET		GAL	2	US	1	090	108	N64000000	64.000000	W153000000	-153.000000	200107
AR727	NW	4	PAZA	ET		MCG	2	US	1	054	033	N63040000	63.066666	W154250000	-154.416667	200107
AR727	NW	5	PAZA	ET		GAL	2	US	1	073	085	N64330000	64.550000	W153300000	-153.500000	200107
AR727	NW	6	PAZA	IP		GAL	2	US	1	111	138	N63070000	63.116667	W153040000	-153.066667	200011
AR727	NW	7	PAZA	AN		GAL	2	US	1	090	076	N64150000	64.250000	W154040000	-154.066667	200011
AR727	NW	8	PAZA	AP		GAL	2	US	1	090	076	N64150000	64.250000	W154040000	-154.066667	199710
AR727	NW	9	PAZA	AP		GAL	2	US	1	102	064	N64070000	64.116667	W154460000	-154.766667	199710
AR727	NW	10	PAZA	AP		GAL	2	US	1	116	110	N63200000	63.333332	W154040000	-154.066667	199710
AR727	NW	11	PAZA	AP		GAL	2	US	1	106	118	N63280000	63.466667	W153200000	-153.333333	200011
AR727	NW	12	PAZA	EX		MCG	2	US	1	062	079	N63020000	63.033333	W152440000	-152.733333	200504
AR727	NW	13	PAZA	EX		GAL	2	US	1	091	040	N64280000	64.466667	W155220000	-155.366667	200504
AR727	NW	14	PAZA	EX		GAL	2	US	1	090	108	N64000000	64.000000	W153000000	-153.000000	200504
AR727	NW	15	PAZA	EX		MCG	2	US	1	054	033	N63040000	63.066666	W154250000	-154.416667	200504
AR727	NW	16	PAZA	EX		GAL	2	US	1	073	085	N64330000	64.550000	W153300000	-153.500000	200504
AR727	SE	1	PAZA	ET		MCG	2	US	1	062	079	N63020000	63.033333	W152440000	-152.733333	200107
AR727	SE	2	PAZA	ET		GAL	2	US	1	091	040	N64280000	64.466667	W155220000	-155.366667	200107
AR727	SE	3	PAZA	ET		GAL	2	US	1	090	108	N64000000	64.000000	W153000000	-153.000000	200107
AR727	SE	4	PAZA	ET		MCG	2	US	1	054	033	N63040000	63.066666	W154250000	-154.416667	200107
AR727	SE	5	PAZA	ET		GAL	2	US	1	073	085	N64330000	64.550000	W153300000	-153.500000	200107
AR727	SE	6	PAZA	IP		GAL	2	US	1	090	047	N64260000	64.433333	W155050000	-155.083333	200011
AR727	SE	7	PAZA	AN		GAL	2	US	1	116	110	N63200000	63.333332	W154040000	-154.066667	199710
AR727	SE	8	PAZA	AP		GAL	2	US	1	116	110	N63200000	63.333332	W154040000	-154.066667	199710
AR727	SE	9	PAZA	AP		GAL	2	US	1	106	118	N63280000	63.466667	W153200000	-153.333333	200011
AR727	SE	10	PAZA	AP		GAL	2	US	1	090	076	N64150000	64.250000	W154040000	-154.066667	199710
AR727	SE	11	PAZA	AP		GAL	2	US	1	102	064	N64070000	64.116667	W154460000	-154.766667	199710
AR727	SE	12	PAZA	EX		MCG	2	US	1	062	079	N63020000	63.033333	W152440000	-152.733333	200504
AR727	SE	13	PAZA	EX		GAL	2	US	1	091	040	N64280000	64.466667	W155220000	-155.366667	200504
AR727	SE	14	PAZA	EX		GAL	2	US	1	090	108	N64000000	64.000000	W153000000	-153.000000	200504
AR727	SE	15	PAZA	EX		MCG	2	US	1	054	033	N63040000	63.066666	W154250000	-154.416667	200504
AR727	SE	16	PAZA	EX		GAL	2	US	1	073	085	N64330000	64.550000	W153300000	-153.500000	200504
AR7A		10	KZSE	IP		LKV	2	US	1	300	067	N43200000	43.333332	W121300000	-121.500000	199511
AR7A		20	KZSE	CP		LKV	2	US	1	203	066	N41400000	41.666668	W121280000	-121.466667	199710
AR7A		40	KZSE	NC		RBL	2	US	1	024	052	N40430000	40.716667	W121280000	-121.466667	199710
AR7A		50	KZSE	EX		RBL	2	US	1	117	050	N39320000	39.533333	W121260000	-121.433333	200007
AR7B		10	KZOA	IP		RBL	2	US	1	099	076	N39320000	39.533333	W120460000	-120.766667	199710
AR7B		20	KZOA	CP		RBL	2	US	1	042	076	N40440000	40.733334	W120480000	-120.800000	199511
AR7B		30	KZOA	NC		LKV	2	US	1	177	051	N41400000	41.666668	W120480000	-120.800000	199511
AR7B		40	KZOA	NC		LKV	2	US	1	260	013	N42310000	42.516666	W120480000	-120.800000	199511
AR7B		50	KZOA	EX		LKV	2	US	1	326	052	N43200000	43.333332	W120500000	-120.833333	199710
AR800	NE	10	PGUA	IP		UNZ	2	GQ	1	170	170	N10390000	10.650000	E145100000	145.166667	200303
AR800	NE	15	PGUA	CP		UNZ	2	GQ	1	158	073	N12190000	12.316667	E145100000	145.166667	200303
AR800	NE	20	PGUA	NC		UNZ	2	GQ	1	045	112	N14440000	14.733334	E146075999	146.133330	199511
AR800	NE	25	PGUA	NC		UNZ	2	GQ	1	040	140	N15120000	15.200000	E146195999	146.333330	199511
AR800	NE	30	PGUA	EX		UNZ	2	GQ	1	035	180	N15510000	15.850000	E146360000	146.600000	200303
AR800	SW	10	PGUA	IP		UNZ	2	GQ	1	047	195	N15360000	15.600000	E147150000	147.250000	199511
AR800	SW	15	PGUA	CP		UNZ	2	GQ	1	071	114	N14000000	14.000000	E146345999	146.583330	199511
AR800	SW	20	PGUA	EX		UNZ	2	GQ	1	142	104	N12040000	12.066667	E145470000	145.783333	200303
AR801	E	10	PGUA	IP		UNZ	2	GQ	1	290	121	N14130000	14.216667	E142490000	142.816667	200303
AR801	E	15	PGUA	CP		UNZ	2	GQ	1	330	057	N14180000	14.300000	E144160000	144.266667	200013
AR801	E	20	PGUA	NC		UNZ	2	GQ	1	054	102	N14240000	14.400000	E146110000	146.183333	200013
AR801	E	25	PGUA	EX		UNZ	2	GQ	1	068	180	N14280000	14.466666	E147375999	147.633330	200303
AR801	W	10	PGUA	IP		UNZ	2	GQ	1	068	180	N14280000	14.466666	E147375999	147.633330	200303
AR801	W	15	PGUA	CP		UNZ	2	GQ	1	054	102	N14240000	14.400000	E146110000	146.183333	200013
AR801	W	20	PGUA	NC		UNZ	2	GQ	1	330	057	N14180000	14.300000	E144160000	144.266667	200013
AR801	W	25	PGUA	EX		UNZ	2	GQ	1	290	121	N14130000	14.216667	E142490000	142.816667	200303
AR803	NW	10	PGUA	IP		UNZ	2	GQ	1	326	155	N15400000	15.666667	E143195999	143.333330	199511
AR803	NW	15	PGUA	CP		UNZ	2	GQ	1	325	253	N17000000	17.000000	E142180000	142.300000	199511
AR803	NW	20	PGUA	NC		UNZ	2	GQ	1	324	379	N18400000	18.666666	E141000000	141.000000	199706
AR803	NW	25	PGUA	NC		IJT	3	JA	1	204	309	N20000000	20.000000	E139170000	139.283333	200303
AR803	NW	30	PGUA	EX		IJT	3	JA	1	223	297	N21000000	21.000000	E137550000	137.916667	200303
AR803	SE	10	PGUA	IP		IJT	3	JA	1	223	297	N21000000	21.000000	E137550000	137.916667	200303
AR803	SE	15	PGUA	CP		IJT	3	JA	1	204	309	N20000000	20.000000	E139170000	139.283333	200303
AR803	SE	20	PGUA	NC		UNZ	2	GQ	1	324	379	N18400000	18.666666	E141000000	141.000000	199706
AR803	SE	25	PGUA	NC		UNZ	2	GQ	1	325	253	N17000000	17.000000	E142180000	142.300000	199511
AR803	SE	30	PGUA	EX		UNZ	2	GQ	1	326	155	N15400000	15.666667	E143195999	143.333330	199511
AR804	NW	10	PGUA	IP		UNZ	2	GQ	1	001	302	N18300000	18.500000	E145000000	145.000000	199706
AR804	NW	15	PGUA	CP		IJT	3	JA	1	154	331	N19530000	19.883333	E144020002	144.033340	199511
AR804	NW	20	PGUA	NC		IJT	3	JA	1	159	197	N21460000	21.766666	E142440002	142.733340	199511
AR804	NW	25	PGUA	NC		IJT	3	JA	1	182	069	N23390000	23.650000	E141190001	141.316670	199511
AR804	NW	30	PGUA	EX		IJT	3	JA	1	285	060	N25000000	25.000000	E140150000	140.250000	199511
AR804	SE	10	PGUA	IP		IJT	3	JA	1	285	060	N25000000	25.000000	E140150000	140.250000	199511
AR804	SE	15	PGUA	CP		IJT	3	JA	1	182	069	N23390000	23.650000	E141190001	141.316670	199511
AR804	SE	20	PGUA	NC		IJT	3	JA	1	159	197	N21460000	21.766666	E142440002	142.733340	199511
AR804	SE	25	PGUA	NC		IJT	3	JA	1	154	331	N19530000	19.883333	E144020002	144.033340	199511
AR804	SE	30	PGUA	EX		UNZ	2	GQ	1	001	302	N18300000	18.500000	E145000000	145.000000	199706
AR805	E	10	PGUA	IP								N11250000	11.416667	E135000000	135.000000	199511
AR805	E	15	PGUA	CP								N11270000	11.450000	E136450000	136.750000	199511
AR805	E	20	PGUA	NC								N11260000	11.433333	E139000000	139.000000	199511
AR805	E	25	PGUA	NC								N11220000	11.366667	E141000000	141.000000	199511
AR805	E	30	PGUA	EX								N11170000	11.283334	E143000000	143.000000	199511
AR805	W	10	PGUA	IP								N11120000	11.200000	E144420000	144.700000	199511
AR805	W	15	PGUA	CP								N11170000	11.283334	E143000000	143.000000	199511
AR805	W	20	PGUA	NC								N11220000	11.366667	E141000000	141.000000	199511
AR805	W	25	PGUA	NC								N11260000	11.433333	E139000000	139.000000	199511
AR805	W	30	PGUA	EX								N11270000	11.450000	E136450000	136.750000	199511
AR808		10	PGUA	IP								N14000000	14.000000	E145495999	145.833330	199511
AR808		15	PGUA	CP								N15200000	15.333333	E145495999	145.833330	199511
AR808		20	PGUA	NC								N17360000	17.600000	E145495999	145.833330	199511
AR808		25	PGUA	EX								N19280000	19.466667	E145155998	145.266660	199511
AR809	N	10	PGUA	IP								N04320000	4.533333	E144000000	144.000000	199511
AR809	N	15	PGUA	CP								N05510000	5.850000	E144150000	144.250000	199511
AR809	N	20	PGUA	NC								N07000000	7.000000	E144275998	144.466660	199511
AR809	N	25	PGUA	EX								N10290000	10.483334	E145120000	145.200000	199511
AR809	S	10	PGUA	IP								N10290000	10.483334	E145120000	145.200000	199511
AR809	S	15	PGUA	CP								N09100000	9.166667	E144550000	144.916667	200303
AR809	S	20	PGUA	NC								N07000000	7.000000	E144275998	144.466660	199511
AR809	S	25	PGUA	EX								N04320000	4.533333	E144000000	144.000000	199511
AR8A		10	KZSE	IP		EUG	2	US	1	250	055	N44070000	44.116667	W124300000	-124.500000	200007
AR8A		20	KZSE	CP		OED	2	US	1	272	076	N42550000	42.916668	W124300000	-124.500000	199511
AR8A		30	KZSE	EX		RBL	2	US	1	278	114	N40540000	40.900000	W124300000	-124.500000	199710
AR8B		10	KZSE	IP		RBL	2	US	1	227	059	N39420000	39.700001	W123230000	-123.383333	200007
AR8B		20	KZSE	CP		OED	2	US	1	191	079	N41200000	41.333332	W123480000	-123.800000	199511
AR8B		30	KZSE	NC		OED	2	US	1	247	040	N42260000	42.433334	W123480000	-123.800000	199511
AR8B		40	KZSE	EX		EUG	2	US	1	250	025	N44070000	44.116667	W123480000	-123.800000	200007
AR9	E	10	KZLC	IP		GEG	2	US	1	287	036	N47550000	47.916668	W118213000	-118.358333	199710
AR9	E	20	KZLC	CP		MLP	4	US	1	326	055	N48210000	48.350000	W116000000	-116.000000	200007
AR9	E	30	KZLC	NC		GTF	2	US	1	298	094	N48330000	48.549999	W113050000	-113.083333	199710
AR9	E	40	KZLC	NC		GTF	2	US	1	330	073	N48380000	48.633333	W111490000	-111.816667	199710
AR9	E	50	KZLC	NC		LWT	2	US	1	323	104	N48400000	48.666668	W110320000	-110.533333	200007
AR9	E	60	KZLC	NC		LWT	2	US	1	352	098	N48400000	48.666668	W109150000	-109.250000	199511
AR9	E	70	KZLC	EX		LWT	2	US	1	017	116	N48400000	48.666668	W108000000	-108.000000	199511
AR9	W	10	KZLC	IP		LWT	2	US	1	017	116	N48400000	48.666668	W108000000	-108.000000	199511
AR9	W	20	KZLC	CP		LWT	2	US	1	323	104	N48400000	48.666668	W110320000	-110.533333	200007
AR9	W	30	KZLC	NC		GTF	2	US	1	292	106	N48320000	48.533333	W113300000	-113.500000	199511
AR9	W	40	KZLC	NC		MLP	4	US	1	010	070	N48280000	48.466667	W114470000	-114.783333	200007
AR9	W	50	KZLC	NC		MLP	4	US	1	326	056	N48210000	48.350000	W116010000	-116.016667	200007
AR9	W	60	KZLC	NC		GEG	2	US	1	002	042	N48130000	48.216667	W117150000	-117.250000	199511
AR9	W	70	KZLC	EX		GEG	2	US	1	287	036	N47550000	47.916668	W118213000	-118.358333	199710
AR900	NE	10	KZOA	IP		MKK	2	US	1	004	101	N22460000	22.766666	W156420000	-156.700000	200313
AR900	NE	20	KZOA	CP		MKK	2	US	1	005	201	N24210000	24.350000	W156100000	-156.166667	200303
AR900	NE	30	KZOA	NC								N27480000	27.799999	W153440000	-153.733333	200303
AR900	NE	40	KZOA	EX								N29000000	29.000000	W152270000	-152.450000	200303
AR900	SW	10	KZOA	IP								N29000000	29.000000	W152255999	-152.433330	200007
AR900	SW	20	KZOA	CP								N27480000	27.799999	W153440000	-153.733333	200313
AR900	SW	30	KZOA	NC								N26020000	26.033333	W155345999	-155.583330	200313
AR900	SW	40	KZOA	EX		MKK	2	US	1	354	220	N24480000	24.799999	W156480000	-156.800000	200313
AR901	E	10	KZOA	IP		OGG	2	US	1	002	073	N22050000	22.083334	W156090000	-156.150000	200313
